01154900-n	nepotismo
01155044-n	arrazismo, arrazakeria
01155893-n	sexismo
01156070-n	matxismo
01156438-n	militarizazio
01156568-v	eduki
01156834-v	hartu, kontsumitu
01156899-n	armamentu
01157384-n	berrarmatze
01157517-v	gastatu, irion, xahutu
01157557-n	desarme, desarmatze
01157850-n	soldadutza
01158022-v	drenatu
01158064-n	erreklutatze
01158572-v	erabili, gastatu
01158690-n	estandarizazio, erregularizazio, normalizazio
01158872-v	baliatu, erabili, usatu
01159025-n	egonkortze
01159776-n	estilizazio
01160342-n	pena, gaztigu, zehapen, zigor
01160729-n	joaldi, jipoi, astindu
01161017-n	zigorraldi
01162376-n	espetxeratze, kartzelaratze
01162754-v	baliatu
01162784-n	ipurdiko
01163620-v	mea_erauzi
01163779-n	heriotza-zigor
01163847-v	atera, erauzi
01164273-v	-z_baliatu, aprobetxatu, probetxu_atera
01164618-n	erretze
01164874-n	urkamendu, urkatze
01164906-v	esplotatu
01165112-n	elektrokuzio
01165224-n	buru-mozketa, lepogabetze
01165337-n	gurutziltzaketa, gurutzefikapen
01165537-n	penitentzia
01165579-v	gastatu, irion, xahutu
01165692-n	giltzapetze
01165919-n	konmutazio
01166258-n	truke
01166351-v	jan
01166926-n	men_egite
01167146-n	esanekotasun, obedientzia
01167981-v	afaldu
01168369-n	zuzeneko_ekintza, zuzeneko_akzio
01168468-v	jan
01168569-n	norgehiagoka, lehia
01169205-v	irentsi, zanpa-zanpa_jan
01169317-n	erresistentzia
01169704-v	hurrupatu, miazkatu, miaztu, zupatu, zurgatu, zurrupatu
01169744-n	borroka, kontrakotasun
01170052-v	edan
01170175-n	desadostasun
01170320-n	erronka
01170502-n	kalapita, istilu, iskanbila
01170687-v	hurrupatu, zurgatu, zurrupatu
01170813-n	hauste, ez-betetze
01170962-n	borroka
01170984-a	gordin
01171183-v	edan, zurrut_egin, zurrutean_ibili
01171644-n	eskrima
01172275-v	edan, zurrutari_eman, zurrutean_ibili
01172784-n	duelo
01173038-n	ukaldi
01173656-v	mokaduak_hartu, mokaduak_jan
01173813-v	mokokatu
01173826-n	muturka
01173933-v	irentsi
01173965-n	labankada, sastada, sastakada
01174294-v	mokaduak_hartu, mokaduak_jan
01174742-v	alhatu, bazkatu, larratu
01174973-v	mastekatu, murtxikatu, xehatu
01174988-n	zaplastako
01175099-n	zartako
01175195-n	barne-ukabilkada
01175316-n	jipoi
01175467-v	topa_egin
01176031-n	jipoi
01176115-n	jipoialdi, jipoi
01176219-n	jipoi, astindu
01176232-v	abegi_ona_egin, harrera_ona_egin, lausengatu, losentxatu
01176540-n	sastakada
01176931-n	eragozkeria
01177033-n	desadostasun, objekzio, protesta
01177327-n	errebolta, errebelamendu, bihurrialdi, matxinada
01177583-n	ukabilkada, ukabilkada-saio
01177703-n	manifestazio
01178565-v	elikatu
01178850-n	jarrialdi, eserialdi
01179004-n	itxialdi
01179167-n	martxa
01179393-n	mendekotasun_ukatze, asaldura, asaldatze
01179564-n	burugogorkeria, auzi-ihes
01179707-n	desobedientzia
01179865-v	jan
01179927-n	desobedientzia, desobedientzia_zibil
01180200-n	arbuio, erdeinu, mespretxu, gutxiespen
01180206-v	elikatu
01180351-v	atera, eman, zerbitzatu
01180557-n	men_ez_egite
01180858-n	auzi-ihes
01181295-v	atera, eman, zerbitzatu
01181475-n	prozedura_judizial
01181902-n	kasu, auzi, kausa, auzi-eske
01182021-v	elikatu
01182152-v	elikatu, hornitu
01182312-n	ekintza
01182414-a	arin
01182654-n	egintza, ekintza, kausa
01182709-v	-z_hornitu, eman, hornitu
01183114-a	astun
01184814-n	eginbide
01184932-a	astun
01185304-v	bazkaldu
01185604-v	hamaiketakoa_egin
01185611-n	gora_jotze, apelazio, errekurtso
01185740-v	gosaldu
01185981-n	ezeztatze, baliogabetze
01185981-v	otoruntza_egin
01186192-n	berrespen
01186397-n	porrot
01186408-a	arin
01186428-v	bularra_eman, edoskiarazi, eradoski, titia_eman
01186733-a	arin
01186810-n	auzi
01186958-v	titia_kendu
01187463-n	jakinarazpen
01187620-n	naturalizazio
01187810-n	epai, epaitza
01188485-v	irrika_izan, irrikatu, lera_izan, nahi_izan
01188491-a	astun
01188725-v	behar_izan
01188762-a	astun
01189001-n	azken_erabaki
01189113-v	behar_izan
01189282-n	sententzia, zigor
01189823-v	ekidin, itzuri, saihestu
01190172-n	gaitzespen
01190277-v	horditu, berdindu, mozkortu
01190316-a	arin
01190683-a	astun
01190884-n	arbitraje
01190948-v	atsegin_hartu, gozatu
01192312-v	zopatu
01192393-a	arin
01192628-v	eskas_hartu, urri_eman
01192786-a	astun
01193046-a	arin
01193099-v	ase, asebete, betekada_izan, easealdia_izan
01193373-a	astun
01193721-v	bete, ase, asebete, berdindu
01193886-n	absoluzio
01194331-n	joanarazte, utzarazte
01194418-v	aurkeztu, ospatu
01194615-n	kanporatze
01194904-n	kaleratze, kanporatze
01194938-v	gizendu, loditu
01195380-n	despenalizazio, legalizazio, legeztapen
01195867-n	epaiketa, auzi, prozesu, epai
01196316-n	gerra-kontseilu
01196653-v	irentsi
01197014-v	irentsi, jan
01197928-n	alegatu
01198101-v	erre
01198307-n	prozesamendu
01198750-n	ezeztapen, ezetz
01198779-v	arnasa_hartu, arnastu
01199487-v	estanda_egin, jauzi_egin
01199881-v	irazeki, isiotu, piztu
01200245-v	arnasotsa_atera
01201021-n	bereizte, bereizketa
01201089-v	mamurtu, mastekatu, murtxikatu, xehatu
01201271-n	dibortzio
01201645-n	berrogeialdi, koarentena
01201693-v	zurru_eta_purru_jan
01201773-n	bakartze
01201856-v	irentsi, jan
01202029-n	bakartze
01202415-n	integrazio, integratze
01202904-n	lankidetza, lankidego, kooperazio, elkarlan
01203074-v	eraman, garraiatu
01203494-n	talde-lan
01203676-n	adostasun, onespen
01204021-v	ase, berdindu, bete, asebete
01204055-n	formalidade
01204711-n	desmen-egite
01204803-v	harropuztu, harrotu, ilarraindu
01205010-n	bat_etortze
01205341-n	kolaborazionismo
01205696-v	elkar_ukitzen_egon, mugakide_izan, ondoan_egon, ukitu
01205702-n	aldiberekotasun
01205827-n	adiskidetze
01205961-n	sakrifizio
01206153-n	konpromiso
01206218-v	ukitu
01206474-a	baxu, apal
01206553-n	dedikazio
01207187-n	zintzotasun, leialtasun
01207282-a	apal, baxu
01207609-n	laguntza, sorospen
01207951-v	estali, tapatu
01208597-n	bitarteko
01208797-n	esker
01208924-n	gizarte-lan
01209426-v	jo
01209576-n	zerbitzu
01209678-v	hazkatu, haztakatu, ukitu
01209953-v	gainetik_irakurri
01209963-n	haurtzaintza
01210699-n	aretozain
01210737-v	erabili, maneiatu, manipulatu
01210816-n	ostatu_emate, ostatu_hartze
01211019-n	adore_emate, pizgarri, suspergarri
01211339-n	gorakada, bultzada
01211455-v	atzaparkadaka_aritu
01211667-n	kontsolamendu, lasaigarri
01211888-n	sinplifikazio
01212469-a	apal
01212519-n	babes
01212572-v	atxilotu, eutsi, harrapatu, heldu, lotu, oratu
01212882-n	atxikimendu
01213273-v	atxilotu, heldu, oratu
01213614-v	-en_jabe_egin, atzeman, eskuratu, harrapatu, hartu
01213702-n	tradizionalismo
01213998-v	atzeman, atzitu, harrapatu, kendu, usurpatu
01214171-n	defentsa
01214265-v	atera, erauzi, hartu, lortu
01214746-n	adore_emate
01215137-v	atxilotu, atzeman
01215168-n	onarpen, onespen
01215392-n	onespen, oniritzi, baiespen, baiezko
01215421-a	baxu
01215421-v	atxilotu, harrapatu
01215719-n	kontsolamendu
01215902-n	babes, laguntza, sostengu
01216004-v	atxiki, eutsi, heldu, oratu
01216191-n	mantenu
01216522-v	atxiki, eutsi, heldu, oratu
01216670-v	eutsi, sonstengatu
01217043-v	eutsi, sostengatu
01217499-n	ordezkaritza
01217720-n	ordezkaritza_proportzional
01217859-n	kontratatze, kontratazio
01218327-n	gordetze, erreserbatze, erreserba
01218593-n	mirespen, mira
01218766-n	lausengu, mirespen
01218932-n	gorespen, laudorio
01219075-n	handiespen, gorespen
01219551-n	ordainsari
01219893-n	gutxiespen, mespretxu, arbuio
01220336-n	kalumnia, laido
01220885-v	atxiki, itsatsi
01220984-n	jokabide, jokaera, portaera
01221254-n	jokabide, jokaera, portaera
01221464-n	lurraldetasun
01221611-n	erasoaldi, eraso, oldar
01221790-n	zirikaldi
01222328-v	atxiki, eutsi, heldu, oratu
01222477-n	beldurrarazte, larderia, mehatxu
01222485-v	askatu, laxatu
01222645-v	bihurkatu, bihurritu, makurtu, okertu
01222859-n	iseka, burla
01222958-v	goikoz_behera_jarri, irauli
01223182-v	bihurkatu, bihurritu
01223257-n	zentsura
01223488-n	markatze
01223616-v	izurtu, uhindu
01223833-v	izurtu
01224001-v	atxiki, eutsi, heldu, oratu
01224031-n	oieskeria, deskortesia
01224415-v	erabili, maneiatu
01224744-v	ari_izan, jardun, lan_egin, operatu
01224914-n	ozarkeria, ausarkeria, lotsagabekeria, atrebentzia
01225027-n	irain, hoben, laido, ogen
01225299-n	lotsagarrikeria, gizatxarkeria, itsuskeria
01225397-n	eskandalu
01225783-n	desaire, gutxiespen, destaina, mesprezio, erdeinu, mespretxu
01225970-v	ferekatu, laztan_egin, laztandu, maite_egin, xerak_egin
01225997-n	bizkar_eman_, atzea_eman
01226215-v	ferekatu, laztan_egin, laztandu, maite_egin, xerak_egin
01226679-n	borondate_on, on_egite
01226875-v	arakatu, aztertu, ikertu, miatu
01226941-n	fabore, esker, mesede
01227190-n	barkamen
01227351-n	barkatze
01227495-n	gupida, erruki
01227805-n	fereka, laztan
01227908-n	gizalege, adeitasun, jendetasun, kortesia
01228380-n	erakusgarri, adierazgarri
01228645-n	adei, adeitasun, urguritasun
01228792-n	lausengu
01228877-n	begirune, errespetu
01229793-n	begirune, begiramen, adeitasun
01229938-n	biltzar, batzar, bilkura, bilera, asanblada
01229976-v	sastatu, ziztatu, zulatu
01230283-n	mobilizazio
01230350-v	sastatu
01230555-v	ziztatu
01230850-n	deialdi, dei
01230965-n	elkartze, topaketa
01231252-v	bultza_egin, bultzatu
01231548-n	hitzordu
01231652-v	sastatu
01231686-n	kongregrazio
01231819-n	topaketa, konbentzio
01231980-n	kontzentrazio
01232091-n	jardunaldi
01232098-v	ebaki, kolpatu, mailatu, minberatu, moztu
01232412-n	gizarteratze, bizikidetasun
01232842-n	bisitaldi, agerraldi, bisita, ikustaldi
01233027-v	zapladatxoak_eman
01233156-n	ikustaldi, bisita, bisitaldi
01233194-v	eman, hedatu, zabaldu
01233387-v	lohitu, zikindu
01233397-n	etortze, agertze
01233627-n	azaltze, agertze
01233802-n	egote, agerpen, presentzia
01233838-v	sabaia_eman
01233917-n	agertze, etorztze
01233993-v	sabaia_eman
01234345-n	ez_izate, ez_egote
01234500-v	soropila_jarri, zopizarra_jarri
01234612-n	piper_egite, absentismo
01234920-v	alfonbra_ipini, tapiza_ipini
01235073-v	guztiz_estali
01235258-n	mendeku, ordain
01235355-v	landu, oratu
01235769-v	oldartu, talka_egin, talkatu
01235946-n	errepresalia
01236164-v	jo, kolpatu
01236947-n	mendeku
01237167-n	eraso, agresio, oldar
01237294-n	demokratizazio
01237415-n	bateratze, bategite
01237872-n	zentralizatze, zentralizazio
01238058-n	deszentralizazio
01238267-n	gehitze, sartze, eranste
01238424-n	fusio, bategite
01238640-v	astindu, berotu, egurtu, jipoitu, xehatu
01239064-n	partaidetza, esku-hartze, parte-hartze
01239202-v	galtzarbe-uhalaz_eraman, soin-uhalaz_eraman
01239619-v	danba_egin, talka_egin, toke_egin, topo_egin, tupust_egin
01239868-n	engaiamendu, betebehar, konpromiso
01240432-n	bitartekotza
01240514-v	arrastelatu, eskuaretu
01240850-n	neutraltasun
01240979-n	indargabetze, baliogabetze
01241331-n	errugabetze
01241614-v	kolpetxoa_eman
01241767-n	justifikazio, zuribide
01242071-v	talka_egin, topo_egin, tupust_egin
01242208-v	klaskatu, kriskitin_egin
01242354-n	arretazko_greba, arautegi-greba
01242391-v	astindu, berotu, egurtu, jipoitu, jo, kolpatu, xehatu
01242716-n	erresistentzia_pasibo, erresistentzia_baketsu
01242832-v	kolpe_batez_itxi
01243453-n	ezespen, arbuio
01243474-v	pikatu, zulatu
01243674-n	greba, lanuzte
01243809-v	eskuilatu
01243969-n	jarrialdi, eserialdi
01243982-v	eskuilatu
01244127-n	elkartasun-greba
01244178-v	garbitu
01244516-v	arakatu, dragatu, miatu
01244692-v	arakatu, dragatu, miatu
01244853-v	zurgagailuarekin_garbitu, zurgatu
01244895-n	sabotaje, ekintza
01245061-n	hilketa, sarraski, triskantza
01245159-n	genozidio
01245318-n	holokausto
01245618-n	jaurtiketa
01245637-v	distira_atera, distiratu
01245813-n	botatze
01245950-n	joko-mota, natural
01246086-n	airera_botatze
01246095-v	leundu, txartatu
01246321-v	bizitasuna_galdu, histu, ilundu
01246444-v	makestu, punta_moztu
01246541-n	ordara
01246601-v	zorroztu
01246926-n	enboskada, zelata
01247413-n	burujabetze, emantzipazio
01247647-n	garbiketa
01247807-n	manumisio
01248075-n	ergelkeria, astakeria, tentelkeria
01248191-n	onarpen
01248597-v	bizarra_egin, bizarra_kendu
01248608-n	matrikulatze, matrikulazio
01248752-n	berrezkontza
01248782-v	bizarra_egin, bizarra_kendu, bizarra_moztu
01248852-n	berriztapen, berriztatze
01248950-v	guraizez_ebaki, artaziez_ebaki, artaziez_zatitu, guraizez_moztu, artaziez_moztu, guraizez_zatitu
01249294-v	xerretan_moztu
01249315-n	amnistia, indultu
01249483-n	eraiste
01249724-v	igurtzi, lauskitu, marruskatu
01249816-n	bandalismo
01249991-n	atzeratze, atzeraldi
01250492-n	haur-hilketa
01250671-n	tiranizidio
01250826-n	aldakuntza, transmutazio
01250908-v	arraspatu, harraskatu, igurtzi, marruskatu
01251128-a	hotz
01251228-v	garbitu, igurtzi
01251651-v	garbitu, igurtzi
01251828-v	gantzutu, igurtzi, jarri
01251928-v	belztu, ilundu, kedartu
01252280-n	kolonizazio
01252425-v	gantzutu, koipetu, lohitu, zikindu
01252566-n	birpopulaketa
01252875-v	idoiztatu, lohiztatu, lokaztu
01252918-n	erradiazio
01252971-v	leundu, txartatu
01253060-n	jaulkipen, isurpen
01253277-n	deskarga
01253379-n	interferentzia
01253621-v	lakartu, laztu, zakartu
01253665-n	hutsegite
01253778-n	harmonizazio
01253944-n	ahopekako_kantu
01254051-n	galbahe, bahetze
01254253-n	bereizkuntza, bereizketa
01254477-v	xaflak_egin, xerratu
01254685-n	intonazio, tonuan_kantatze
01255549-n	salmodia
01256124-n	xaramela
01256157-v	zizelkatu, landu, tailatu
01256417-n	buruzagitza, gidaritza, aitzindaritza
01257418-n	bakar-saio
01257507-v	zuhaitzak_ebaki, zuhaitzak_zatitu, zuhaitzak_pikatu, zuhaitzak_moztu, zuhaitzak_bota
01257542-n	ugaritasun, uholde
01257612-a	hotz
01257953-v	aizkoraz_landu
01258091-v	txikitu, xehatu
01258251-n	baldintzapeko_askatasun
01258264-a	izoztu, jelatu, hotz-hotz
01258719-n	ezabaketa, kargugabetze
01258828-v	enborrak_moztu, enborrak_pikatu, enborrak_ebaki, enborrak_zatitu
01258852-n	ezeztapen, baliogabetze
01259005-v	ezpaldu
01259141-v	aiztoz_zatitu, aiztoz_moztu, aiztoz_ebaki
01259328-v	zizelatu, zizelaz_landu
01259380-n	fallo
01259691-v	arrailatu, arrakalatu, pitzatu, zartatu
01259773-n	itzartze, esnatze
01260008-n	marmar, marmario, murmur, zurrumurru
01260428-v	aizkoraz_jo
01260556-n	festa, dibertsio
01260731-n	infernu, gaizki, bekatu
01260867-n	zirrara
01261018-v	aparra_kendu, bitsa_kendu, deskrematu, gaingabetu
01261371-v	iztukatu
01261490-n	bultzada, zirika
01261628-v	txertatu, xartatu
01261845-n	inspirazio, etorri
01261950-v	irineztatu
01261974-n	zuzpertze, bizkortze
01262713-n	dirua_ateratze
01262936-v	azala_kendu, zuritu
01263018-n	hondatze, narriadura, narriatze
01263257-n	biraketa
01263479-v	arraspatu, harraskatu, karraskatu, marraskatu
01263711-n	izen-emate, erreklutatze, kontratatze
01263784-v	azala_kendu, zuritu
01263971-a	odol_hotz
01264050-n	kontsulta
01264148-v	ezkatak_kendu
01264243-n	ezeri_garrantzia_emate, azpimarratze
01264283-v	estali
01264447-n	askatze, kanporatze, adierazte
01267098-v	zolatu
01267866-v	asfaltatu
01268112-v	papereztatu
01268457-v	paperarekin_bildu
01268571-v	koipeztatu, lubrifikatu
01268726-v	argizaria_eman, ezkoztatu
01269008-v	barnizatu
01269224-v	xaflaztatu
01269379-v	koipeztatu
01269521-v	beiratu, beiraztatu, glasatu
01269702-v	gisuztatu, karez_zuritu, zuritu
01270589-v	lakatu
01270784-v	forratu
01272457-v	bikeztatu, mundruneztatu
01272798-v	lumaztatu
01273016-v	estanpatu, inprimatu
01274104-v	frankeatu, tinbratu
01274559-v	erdaindu, ingurebaki, zirkunzidatu
01275658-v	eskarifikatu
01275762-v	marka_egin, markatu
01276192-v	inskribatu
01276361-v	marratu, arraia_egin, marra_egin
01277784-v	urratu, zimurtu
01277974-v	izurtu, plegatu, tolestu
01278423-a	astun
01278427-v	izurtu
01278817-v	hondatu, zimurtu
01279028-a	historiko
01279186-v	okertu, tolestu, uzkurtu
01279305-v	ilundu, zimurtu
01279474-v	uzkurtu
01279631-v	akastu, konkatu, koskatu, mailatu, maspildu
01280014-v	karabilkatu, kiribildu, konkortu, okertu
01281343-v	hondeatu, induskatu, zulatu
01281782-v	ildaskatu
01283935-n	lexington-bataila
01284461-v	askatu, jaregin
01285440-v	estekatu, lotu
01286290-v	sokaz_lotu
01286777-v	uhalaz_lotu
01286913-v	lotu
01287782-n	Midway_bataila
01288052-v	bilurtu, eskuburdinak_ipini, kateatu, kateaz_lotu
01288201-v	eskuburdinak_jarri
01288636-v	kateatu, kateaz_lotu
01288808-v	katea_kendu
01289155-v	lakioz_lotu, trailaz_lotu
01289492-v	aseguratu, uhalaz_lotu
01290009-v	sokaz_lotu
01290133-v	egokitu, eman
01290255-v	atxiki, krokatu, lotu
01290422-v	atxiki, krokatu, lotu
01291069-v	batu, bildu, elkartu, metatu, multzokatu, multzotu, pilatu
01292885-v	parekatu
01293782-v	mortasatu
01294632-v	desartikulatu
01295275-v	batu, bildu
01296462-v	atxiki, eutsi, finkatu, heldu, josi, kateatu, lotu
01297174-v	kontzak_ipini, kontzetan_sartu
01298931-v	hautsi, puskatu, apurtu
01299758-v	askatu, laxatu, lokabetu
01300144-v	korapilatu, korapiloa_egin, lotu
01300271-v	bildu
01301410-v	eutsi
01302854-v	inguratu
01303242-v	amarratu, estekatu, lotu
01303547-v	bendatu, bildu, lotu
01304197-v	askatu
01304342-v	bildu, lotu, zigilatu
01304944-v	ainguratu
01306654-v	atzamar_egin, atzamarkatu, atzaparka_egin, atzaparkatu, harramazka_egin, harramazkatu, zarramaztatu
01306853-v	arrastelatu, eskuaretu
01307020-v	arrastelatu, eskuaretu
01307142-v	berdindu, lautu
01307606-n	Berrezarkuntza
01307896-v	degradatu, higatu
01308160-v	arraspatu, birrindu
01308681-v	geruzatu
01309143-v	urratu, markatu
01309478-v	lardekitu, larrantzi, larrua_kendu, larrutu
01309701-v	arakatu, aztertu, ikertu, miatu, sakondu
01312371-v	bildu, jaso
01312810-v	aitzurtu, zulatu
01313923-v	hondeatu, indusi, zulatu
01314738-v	itsumustuka_ibili
01315613-v	arakatu, erregistratu, miatu
01315980-n	koko, mamorro, zomorro
01316288-n	basapiztia, piztia
01316422-n	haratusteljale, sarraskijale
01316949-n	abere_zamari, zamabere, zamari
01317089-n	zamari
01317391-n	zamari
01317533-v	atzetik_ibili, atzetik_joan, ezetsi, jarraitu, jazarri, segika_ibili, segitu
01317541-n	etxe-abere
01318381-n	buru, abelburu
01318894-n	konpainiako_animalia
01319193-v	arakatu, miatu
01319467-n	animalia_itsastar
01319473-v	hankaz_gora_jarri, nahasi, nahastu
01319562-v	belarra_moztu, belarra_ebaki
01319738-v	zerraz_zatitu, zerraz_moztu, zerratu, zerraz_ebaki, zerraz_pikatu
01319885-v	segaz_moztu, segaz_ebaki, segatu
01320009-v	bildu, jaso
01320513-v	adaondu, inausi, kimatu, moztu
01320692-n	poliploide
01320816-v	triskilatu, ilea_murriztu, ilea_mutildu, ilea_moztu
01320872-n	eme, urrixa
01321002-v	adaondu, inausi, kimatu, moztu
01321230-n	ar
01321456-n	heldu
01321579-n	kume, ume
01321895-v	grabatu
01322221-n	kume
01322343-n	kume
01322508-n	otsoko, otsokume
01322509-v	sastatu
01322604-n	txakurkume
01322685-n	kume
01322854-v	akabatu, garbitu, hil, sakrifikatu
01322898-n	lehoikume
01322983-n	hartz-kume
01323155-n	kume
01323261-n	esneko
01323338-v	edendu, pozoitu
01323355-n	aita
01323493-n	ama
01323599-n	odolgarbi
01323781-n	jigante, erraldoi
01323793-v	edendu, pozoitu
01323901-n	arnasbide
01323958-v	akabatu, garbitu, hil
01324142-n	bizirik_atera_dena, bizirik_irten_dena, bizirik_dirauena
01324305-n	mutante
01324431-n	haragijale
01324610-n	herbiboro, belarjale
01324799-n	intsektujale, intsektiboro
01325417-n	adar
01325775-n	motots
01326015-n	gandor
01326291-n	mikroorganismo
01326897-n	aerobio
01327028-n	anaerobio
01327301-v	garbitu, hil
01327322-n	hibrido, gurutzatze
01327582-v	garbitu, suntsitu
01327816-v	harrapatu, krokatu, lotu
01328340-v	askatu
01328513-v	erantsi, gaineratu, gehitu
01328702-n	birus
01328705-v	erantsi, osatu
01329239-v	josi
01331348-v	albaindu, bastatu
01331818-v	zintaz_itsatsi
01332205-v	kolaz_itsatsi, lekedatu
01332483-v	atxiki, itsatsi
01332730-v	estali
01335711-v	soropilaz_estali, zopizarraz_estali
01335804-v	koadernatu
01336159-v	oholeztatu
01337653-v	birrineztatu
01337927-v	bendatu
01338247-v	amaitu, buru_eman, burutu, koroatu
01338663-v	baldosatu
01338685-n	herpes
01340149-v	iltzatu, sartu
01340283-v	hesolez_mugatu, taketez_mugatu
01340439-v	finkatu, gogortu, itsatsi, lotu, segurtatu, tenkatu
01342340-v	berdindu
01343892-v	finkatu, iltzatu, lotu, segurtatu
01344140-v	askatu, lasaitu, laxatu
01344293-v	askatu, lasaitu, laxatu
01345109-v	hertsi, itxi, zerratu
01345307-a	astun
01346003-v	ireki, zabaldu
01346538-a	astun
01346693-v	berriro_zabaldu, berriz_ireki
01346804-v	ireki, zabaldu
01346978-v	amaitu, bukatu, burutu, hertsi, itxi
01348530-n	bakterio
01348705-v	giltzaz_zabaldu
01348838-v	morroiloz_itxi
01348987-v	sarraila_hautsi
01349948-n	bazilo
01350855-n	koko
01352273-v	mamia_erauzi, pulpa_erauzi
01352528-v	torlojoa_atera
01353405-v	lakrez_itxi, zigiluz_itxi
01354565-v	istinkatu
01354673-v	batu, bildu, elkartu, lotu, bat_egin
01355646-v	elkarrekin_lotu, elkarri_lotu, interkonektatu
01356750-v	elkartu, estekatu, lotuuztartu
01357831-v	iltzatu
01358023-v	iltzeztatu
01358328-v	mozorrotu, txantxotu
01359007-v	estali, tapatu
01359432-v	albainatu, haria_sartu, lokarriaz_lotu, sokaz_lotu
01360316-v	harizuntzak_kendu, izpitu
01360423-v	lokarriaz_lotu, sokaz_lotu
01360899-v	gisuztatu, zuritu
01362430-v	igeltsuztatu
01362568-v	gisuztatu, igeltsuztatu
01362736-v	margotu, pintatu
01364733-v	masila_eman
01365549-v	krokatu, lotu
01366061-v	hedez_lotu, uhalaz_lotu
01366321-v	eraitsi, jaitsi
01366653-v	zementatu
01367069-v	grapaz_lotu, krisketaz_lotu
01367266-v	errematxatu
01367616-v	klipa_jarri
01367862-v	-en_botoiak_lotu, botoiz_lotu, lotu
01368001-v	askatu, botoiak_askatu
01368264-v	lotu, orratzak_jarri, orratzaz_lotu
01368474-v	askatu, orratzak_kendu
01368597-v	luzatu, tentetu, zabaldu, zutitu, zuzendu
01369204-v	altsitu, birukatu, listu, pot_egin, zirpildu
01369346-v	apurtu, hautsi, puskatu
01369758-v	apurtu, hautsi, puskatu
01370561-v	ohondikatu, oinkatu, ostikatu, zanpatu, zapaldu
01371756-v	jaurti, txutatu
01372682-v	busti, ihinztatu, zipriztindu, lainoztatu
01372994-v	garaztatu, ureztatu
01374020-v	busti, zipriztinak_bota, zipriztindu
01374767-v	ihinztatu, lainoztatu, zipriztindu
01376082-v	busti, eurizirina_egin, lanbroa_izan, zirimiria_izan
01376245-v	barreiatu, tartekatu, zipriztindu
01378123-v	barreiatu, hedatu, sakabanatu, zabaldu
01378331-v	barreiatu, estali, hedatu, sakabanatu, zabaldu
01378556-v	barreiatu, destolestu, hedatu, zabaldu
01379256-v	barreiatu, ugaldu, ugaritu, zabaldu
01379389-n	estafilokoko
01379449-v	busti, igurtzi, jarri
01380638-v	batu, bildu
01381044-n	estreptokoko
01381285-n	estreptokoko
01381357-v	arakatu, aztarrika_egin, miatu
01382033-n	espiroketa
01382083-v	ilea_kendu, ilea_moztu, larrutu, lumatu
01382437-v	perretxikotara_joan
01383393-v	habiak_bilatu
01383638-n	plankton
01383896-n	fitoplankton
01384164-n	zooplankton
01384275-v	ilea_kendu, ilea_moztu, larrutu, lumatu
01384491-n	hozi, germen, mikrobio
01384687-n	bizkarroi, parasito
01385170-v	bateratu, batu, elkartu, konbinatu, nahasi
01385527-n	ostalari
01385759-v	antolatu, apailatu, bildu, ordenatu, taxutu, txukundu
01385920-v	bildu, metatu, mordoskatu, pilatu
01386182-n	jankide, komentsal
01386433-v	lixatu
01387022-v	karraskatu, limatu
01387493-v	zanpatu, zapaldu, zimurtu
01387656-v	txirikordatu
01387786-v	galkatu, sakatu, trinkotu, zanpatu, zapaldu
01388813-v	dardara_eragin, dardararazi
01389329-v	estutu, galkatu, hertsatu, sakatu, tinkatu, trinkotu, zanpatu
01389507-n	protozoo
01389776-v	ezkutatu, gorde, sartu
01390486-v	zukua_atera, zukutu
01390833-v	plantxatu
01391280-v	zabaldu
01391351-a	txiki, xehe
01391391-n	errizopodeo
01391697-v	ijetzi
01392237-v	garbitu, idortu, lehortu, sikatu
01392380-n	ameba
01392663-v	balekiaz_garbitu
01393339-v	garbitu, harrikoa_egin
01393714-v	ekortu, erratzaz_garbitu, eskobatu
01394200-v	borraz_jo, jo, makilatu, makilaz_jo
01394335-v	eskuoihalaz_garbitu, lehortu, toailaz_lehortu
01394464-v	birrindu, eho
01394812-v	estutu, hertsatu, hertsi
01395049-v	xaflaztatu
01395493-v	zilarreztatu
01395945-v	kromatu, kromoztatu
01397088-v	astindu, jipoitu, zurratu
01397114-n	itsas_belar, auka, gorbel, alga
01397497-n	itsas_belar, alga
01398032-v	astindu, jipoitu, zigortu
01398212-n	klorofila
01398919-v	jo, jo_eta_jo_ari_izan
01400044-v	astindu, jo
01401772-v	apurtu, birrindu, jo, puskatu
01401955-v	hautsi, krak_egin, kraskatu
01403595-n	alga, itsas_belar
01403713-n	alga, itsas_belar
01404389-v	bote_egin, pinpa_egin
01405044-v	jaurti, txutatu
01405250-n	fukusa
01405858-n	sargazo
01406180-a	biologiko, natural
01406565-n	euglena
01408297-v	bota, jaurti
01410223-v	jo
01411085-v	astindu, jipoitu, jo, zigortu
01411978-v	astindu, jipoitu, zehatu, zigortu
01412204-v	makilatu, makilaz_jo, zartailuaz_jo, zartaz_jo
01413173-v	bateaz_jo, jo
01414288-v	jo, kolpatu
01414467-v	eri-kozkorrez_jo, hazkozkorrez_jo
01414626-v	borraz_jo, jo, makilatu, makilaz_jo
01414916-v	blastakoa_eman, jo, zartakoa_eman
01415285-v	muturrekoa_eman, ukabilkada_eman
01415585-v	jo, makilatu, makilaz_jo
01416020-v	muturrekoa_eman, ukabilkada_eman
